Record,Location,Title,Job Type,Sex,Classification,Supervisor,Last Eval,Q1 Number,Q2,Q3,Q4,Q5,Q7,Q8,Supervisor,Q2 Number,Q3 Number,Q4 Number,Q5 Number,Q7 Number,Q8 Number
10001399,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10001400,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10001401,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,strongly disagree,Disagree,Disagree,,Disagree,N,0,-2,-1,-1,,-1
10001402,Illinois,Technician - Production,Full-Time,Male,Production,No,Outstanding,2,No,disagree,Disagree,Strongly Agree,,Disagree,N,0,-1,-1,2,,-1
10001403,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10001404,California,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,0,-2,-1,-1,,-2
10001405,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10001406,New Hampshire,Team Lead,Full-Time,Male,Client/Support,Yes,Outstanding,4,Yes,disagree,Disagree,Disagree,Strongly Disagree,,Y,1,-1,-1,-1,-2,
10001407,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Agree,,Disagree,N,0,-1,-1,1,,-1
10001408,Virginia,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Agree,Disagree,,Strongly Disagree,N,1,1,1,-1,,-2
10001409,California,Team Lead,Full-Time,Male,Client/Support,Yes,Outstanding,3,No,strongly disagree,Strongly Agree,Disagree,Disagree,,Y,0,-2,2,-1,-1,
10001410,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Agree,N,1,-2,-2,-2,,1
10001411,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Disagree,Disagree,,Strongly Agree,N,1,-1,-1,-1,,2
10001412,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Agree,,Disagree,N,0,-1,-1,1,,-1
10001413,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10001414,Illinois,Sales - After Market,Full-Time,Female,Client/Support,Yes,Satisfactory,3,No,agree,Disagree,Disagree,Strongly Agree,,Y,0,1,-1,-1,2,
10001415,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Strongly Disagree,N,1,-2,-1,1,,-2
10001416,Virginia,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Disagree,Disagree,,Disagree,N,0,-1,-1,-1,,-1
10001417,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,Yes,strongly disagree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,-2,-1,-2,,-2
10001418,California,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,3,Yes,strongly agree,Agree,Strongly Disagree,,Strongly Disagree,N,1,2,1,-2,,-2
10001419,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10001420,Virginia,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10001421,New Hampshire,Technician - Production,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,Disagree,,Y,1,-1,-2,-1,-1,
10001422,Florida,Engineering - Production,Full-Time,Male,Production,No,Poor,2,Yes,agree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,1,-1,-2,,-2
10001423,California,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,2,No,strongly disagree,Agree,Disagree,,Disagree,N,0,-2,1,-1,,-1
10001424,Texas,Technician - Production,Full-Time,Male,Production,Yes,Satisfactory,3,Yes,disagree,Disagree,Disagree,Disagree,,Y,1,-1,-1,-1,-1,
10001425,New Hampshire,Project Manager,Full-Time,Male,Admin,Yes,Satisfactory,4,Yes,disagree,Agree,Agree,Agree,,Y,1,-1,1,1,1,
10001426,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,Yes,Satisfactory,2,Yes,disagree,Strongly Disagree,Disagree,Strongly Agree,,Y,1,-1,-2,-1,2,
10001427,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10001428,California,Team Lead,Full-Time,Female,Client/Support,Yes,Satisfactory,3,Yes,agree,Strongly Disagree,Agree,Disagree,,Y,1,1,-2,1,-1,
10001429,California,Director,Full-Time,Female,Admin,Yes,Outstanding,2,Yes,agree,Agree,Agree,Strongly Disagree,,Y,1,1,1,1,-2,
10001430,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Strongly Agree,,Strongly Disagree,N,0,-1,1,2,,-2
10001431,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Agree,N,1,-1,-1,-1,,1
10001432,New Hampshire,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,strongly agree,Disagree,Disagree,,Agree,N,0,2,-1,-1,,1
10001433,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Strongly Disagree,,Strongly Disagree,N,1,1,1,-2,,-2
10001434,Illinois,Technician - Production,Full-Time,Male,Production,No,Poor,4,No,disagree,Agree,Strongly Agree,,Strongly Disagree,N,0,-1,1,2,,-2
10001435,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Disagree,Agree,,Disagree,N,1,2,-1,1,,-1
10001436,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Agree,N,1,1,-1,-1,,2
10001437,Illinois,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Disagree,,Strongly Agree,N,1,1,2,-2,,2
10001438,Texas,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,strongly disagree,Disagree,Strongly Agree,,Strongly Disagree,N,1,-2,-1,2,,-2
10001439,Texas,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,agree,Disagree,Strongly Disagree,,Disagree,N,1,1,-1,-2,,-1
10001440,New Hampshire,Director,Full-Time,Female,Admin,Yes,Satisfactory,3,Yes,disagree,Disagree,Agree,Strongly Disagree,,Y,1,-1,-1,1,-2,
10001441,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10001442,Illinois,Technician - Production,Full-Time,Male,Production,No,Poor,1,No,strongly disagree,Strongly Agree,Disagree,,Strongly Disagree,N,0,-2,2,-1,,-2
10001443,New Hampshire,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,disagree,Strongly Disagree,Strongly Disagree,Disagree,,Y,1,-1,-2,-2,-1,
10001444,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Agree,Strongly Disagree,,Disagree,N,0,1,1,-2,,-1
10001445,Virginia,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10001446,Virginia,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,No,agree,Disagree,Strongly Disagree,,Agree,N,0,1,-1,-2,,1
10001447,Florida,Technician - Production,Part-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10001448,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Strongly Disagree,Agree,,Disagree,N,1,2,-2,1,,-1
10001449,New Hampshire,Technician - Maintenance,Part-Time,Male,Production,No,Outstanding,4,Yes,agree,Strongly Disagree,Agree,,Disagree,N,1,1,-2,1,,-1
10001450,Virginia,Team Lead,Full-Time,Female,Client/Support,Yes,Poor,3,Yes,strongly disagree,Disagree,Disagree,Strongly Disagree,,Y,1,-2,-1,-1,-2,
10001451,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Disagree,Strongly Disagree,,Strongly Disagree,N,1,1,-1,-2,,-2
10001452,Illinois,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10001453,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Agree,,Strongly Disagree,N,1,-1,1,1,,-2
10001454,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Disagree,N,1,-1,-1,1,,-1
10001455,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Strongly Disagree,N,1,1,-1,1,,-2
10001456,California,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,agree,Strongly Agree,Agree,,Strongly Disagree,N,1,1,2,1,,-2
10001457,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Agree,Disagree,,Strongly Agree,N,1,2,1,-1,,2
10001458,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Agree,,Strongly Disagree,N,1,-2,1,1,,-2
10001459,Texas,IT/Support,Full-Time,Male,Client/Support,No,Poor,2,No,disagree,Agree,Disagree,,Strongly Disagree,N,0,-1,1,-1,,-2
10001460,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10001461,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Strongly Agree,,Disagree,N,1,1,-2,2,,-1
10001462,Illinois,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Strongly Disagree,,Strongly Agree,N,1,-1,-2,-2,,2
10001463,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Strongly Agree,Strongly Agree,,Strongly Disagree,N,1,2,2,2,,-2
10001464,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Strongly Agree,,Disagree,N,1,-1,-1,2,,-1
10001465,Virginia,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Disagree,N,1,-1,2,1,,-1
10001466,Florida,Director,Full-Time,Female,Admin,Yes,Satisfactory,3,Yes,disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,,Y,1,-1,2,-2,-2,
10001467,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Strongly Agree,,Disagree,N,1,-1,-1,2,,-1
10001468,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Poor,3,Yes,strongly agree,Disagree,Disagree,,Disagree,N,1,2,-1,-1,,-1
10001469,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Poor,1,No,disagree,Agree,Agree,,Disagree,N,0,-1,1,1,,-1
10001470,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Agree,,Strongly Disagree,N,1,-1,1,1,,-2
10001471,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Agree,N,1,-2,-2,-1,,2
10001472,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Agree,,Strongly Disagree,N,1,1,1,1,,-2
10001473,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10001474,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10001475,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Poor,2,No,strongly disagree,Strongly Agree,Disagree,,Disagree,N,0,-2,2,-1,,-1
10001476,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Outstanding,4,No,strongly agree,Strongly Agree,Strongly Disagree,,Disagree,N,0,2,2,-2,,-1
10001477,Illinois,Technician - Building Services,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-1,2,-2,,-1
10001478,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Agree,Disagree,,Disagree,N,0,1,1,-1,,-1
10001479,New Hampshire,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Strongly Agree,Agree,,Strongly Disagree,N,1,1,2,1,,-2
10001480,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,No,strongly disagree,Disagree,Disagree,,Disagree,N,0,-2,-1,-1,,-1
10001481,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Poor,2,No,strongly disagree,Disagree,Agree,,Disagree,N,0,-2,-1,1,,-1
10001482,New Hampshire,Technician - Production,Part-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Agree,,Strongly Disagree,N,1,-1,2,1,,-2
10001483,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Disagree,,Strongly Agree,N,0,-1,1,-1,,2
10001484,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Disagree,Agree,,Strongly Disagree,N,1,1,-2,1,,-2
10001485,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly disagree,Agree,Strongly Agree,,Strongly Disagree,N,1,-2,1,2,,-2
10001486,New Hampshire,Project Manager,Full-Time,Male,Admin,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10001487,Virginia,Engineering - Production,Full-Time,Female,Admin,Yes,Satisfactory,2,Yes,disagree,Agree,Strongly Disagree,Strongly Disagree,,Y,1,-1,1,-2,-2,
10001488,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
10001489,California,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,No,strongly agree,Agree,Disagree,,Disagree,N,0,2,1,-1,,-1
10001490,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10001491,Illinois,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Agree,N,1,-1,-1,-1,,1
10001492,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly disagree,Strongly Agree,Disagree,,Disagree,N,1,-2,2,-1,,-1
10001493,California,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10001494,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Strongly Agree,Agree,,Strongly Disagree,N,1,2,2,1,,-2
10001495,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly agree,Disagree,Agree,,Strongly Disagree,N,1,2,-1,1,,-2
10001496,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10001497,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Disagree,Disagree,,Strongly Agree,N,0,-1,-1,-1,,2
10001498,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10001499,Illinois,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
10001500,Florida,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,No,strongly disagree,Agree,Disagree,,Strongly Disagree,N,0,-2,1,-1,,-2
10001501,California,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,2,2,-2,,-2
10001502,Florida,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,No,strongly disagree,Agree,Agree,,Strongly Agree,N,0,-2,1,1,,2
10001503,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Agree,,Disagree,N,1,-1,-2,1,,-1
10001504,Illinois,Technician - Production,Full-Time,Male,Production,No,Poor,1,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10001505,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10001506,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10001507,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10001508,Florida,Director,Full-Time,Female,Admin,Yes,Outstanding,2,Yes,disagree,Strongly Agree,Disagree,Strongly Agree,,Y,1,-1,2,-1,2,
10001509,Virginia,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Strongly Agree,,Strongly Disagree,N,1,-1,2,2,,-2
10001510,New Hampshire,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,No,strongly disagree,Agree,Disagree,,Strongly Disagree,N,0,-2,1,-1,,-2
10001511,Illinois,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10001512,New Hampshire,Engineering - Production,Full-Time,Female,Admin,No,Satisfactory,3,No,strongly disagree,Agree,Strongly Disagree,,Agree,N,0,-2,1,-2,,1
10001513,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,3,No,strongly agree,Strongly Disagree,Strongly Agree,,Disagree,N,0,2,-2,2,,-1
10001514,Texas,Project Manager,Full-Time,Male,Admin,No,Satisfactory,4,No,disagree,Disagree,Strongly Agree,,Disagree,N,0,-1,-1,2,,-1
10001515,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Agree,Agree,,Strongly Agree,N,1,2,1,1,,2
10001516,Florida,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,1,-2,-2,,-2
10001517,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10001518,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Poor,1,No,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-2,-2,-1,,-2
10001519,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Agree,Strongly Agree,,Strongly Agree,N,1,1,1,2,,2
10001520,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Agree,,Strongly Agree,N,1,-1,-2,1,,2
10001521,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10001522,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,2,Yes,agree,Disagree,Strongly Disagree,,Agree,N,1,1,-1,-2,,1
10001523,New Hampshire,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Strongly Disagree,N,1,-1,1,2,,-2
10001524,California,Team Lead,Full-Time,Female,Client/Support,Yes,Satisfactory,3,No,strongly disagree,Disagree,Disagree,Strongly Disagree,,Y,0,-2,-1,-1,-2,
10001525,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Agree,,Disagree,N,1,-1,-1,1,,-1
10001526,Florida,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10001527,New Hampshire,Director,Full-Time,Female,Admin,Yes,Satisfactory,2,Yes,disagree,Disagree,Disagree,Disagree,,Y,1,-1,-1,-1,-1,
10001528,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Agree,,Strongly Disagree,N,1,-1,-2,1,,-2
10001529,California,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Agree,Strongly Disagree,,Strongly Agree,N,1,-2,1,-2,,2
10001530,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-2,2,-2,,-1
10001531,California,Technician - Building Services,Full-Time,Male,Production,No,Poor,4,No,agree,Agree,Strongly Agree,,Disagree,N,0,1,1,2,,-1
